"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2022-08-05";"The Legal Services Authorities (Amendment) Bill, 2022 (Amendment of section 12)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/152 OF 2022 AS.pdf?source=legislation";"N.K.Premachandran"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 220A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 of 2021 as .pdf?source=legislation";"P.P. Chaudhary"
"2022-08-05";"The Greenfield Infrastructure Development Board Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/104 of 2022 EV (As Copy).pdf?source=legislation";"Rajiv Pratap Rudy"
"2022-08-05";"The Female Farmers Entitlement Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/75 of 2021 as introduced.pdf?source=legislation";"Rama Devi"
"2022-08-05";"The District Development and Monitoring Committee for Implementation of Central Sector and Centrally Sponsored) Schemes Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/105 of 2022 As Introduced.pdf?source=legislation";"Rajiv Pratap Rudy"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of article 93)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/184 OF 2022 AS.pdf?source=legislation";"N.K.Premachandran"
"2022-08-05";"The National Water University Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/86 of 2022 As.pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2022-08-05";"The Code of Criminal Procedure (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/130 OF 2022 AS.pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2022-08-05";"The Agricultural Workers (Welfare and Protection) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/90 of 2022 As.pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 123A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/128 OF 2022 AS.pdf?source=legislation";"P.P. Chaudhary"
"2022-08-05";"The Agnipath Scheme Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/175 OF 2022 AS.pdf?source=legislation";"N.K.Premachandran"
"2022-08-05";"The Street Vendors (Protection of Livelihood and Regulation of Street Vending) Amendment Bill, 2022 (Insertion of new section 13A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/136 OF 2022 AS.pdf?source=legislation";"Ramesh Chand"
"2022-08-05";"The Ancient Monuments and Archeological Sites and Remains (Amendment) Bill, 2021 (Amendment of section 20I)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/123 of 2021 AS.pdf?source=legislation";"Nihalchand"
"2022-08-05";"The Environment (Protection) Amendment Bill, 2022 (Amendment of section 2)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/137 OF 2022 AS.pdf?source=legislation";"Nihalchand"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of article 366)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/178 OF 2022 AS.pdf?source=legislation";"P.P. Chaudhary"
"2022-08-05";"The Higher and Technical Education (Exemption from Payment of Outstanding Fees and Education Loan) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/112 OF 2021 AS.pdf?source=legislation";"Patel Hasmukhbhai Somabhai"
"2022-08-05";"The Victims of Riots, Communal Violence and Violent Protests (Equal Compensation) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/170 OF 2022 AS.pdf?source=legislation";"Ramesh Chand"
"2022-08-05";"The Missing Children (Faster Tracking and Reuniting) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/343 OF 2019 AS.pdf?source=legislation";"Manoj Rajoria"
"2022-08-05";"The National Commission for Economically Weaker Sections Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/156 OF 2022 AS.pdf?source=legislation";"P.V. Midhun Reddy"
"2022-08-05";"The National Population Control Commission Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/82 OF 2021 AS.pdf?source=legislation";"Nihalchand"
"2022-08-05";"The Constitution (Amendment) Bill, 2019 (Amendment of article 84, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/203 OF 2019 AS.pdf?source=legislation";"Asaduddin Owaisi"
"2022-08-05";"The Industrial Employment and Environmental Protection Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/21 OF 2021 AS.pdf?source=legislation";"Shrirang Appa Barne"
"2022-08-05";"The Protection of Rights of Widows and Single Women and Abolishment of Widowhood Practices Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/161 OF 2022 AS.pdf?source=legislation";"Supriya Sule"
"2022-08-05";"The Compulsory Military Conscription Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/328 OF 2019 AS.pdf?source=legislation";"Jagdambika Pal"
"2022-08-05";"The Population Control Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/45 OF 2022 AS.pdf?source=legislation";"Chandra Prakash Joshi"
"2022-08-05";"The Fishermen (Development and Welfare) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/120 of 2022 AS.pdf?source=legislation";"Sukanta Majumdar"
"2022-08-05";"The Eastern Region Tourism Promotion Authority Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/98 of 2022 As.pdf?source=legislation";"Sukanta Majumdar"
"2022-08-05";"The Betel Growers (Welfare) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/101 OF 2022 AS.pdf?source=legislation";"Sukanta Majumdar"
"2022-08-05";"The Protection of Women from Domestic Violence (Amendment) Bill, 2022(Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/88 of 2022 As.pdf?source=legislation";"Sujay Radhakrishna Vikhepatil"
"2022-08-05";"The Mental Healthcare (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/52 OF 2022 AS.pdf?source=legislation";"Sujay Radhakrishna Vikhepatil"
"2022-08-05";"The Criminal Law (Amendment) Bill, 2022 (Substitution of new section for section 272, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/46 OF 2022 AS.pdf?source=legislation";"Sujay Radhakrishna Vikhepatil"
"2022-08-05";"The Electricity (Amendment) Bill, 2022 (Insertion of new section 126A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/135 OF 2022 AS.pdf?source=legislation";"Hanumana Ram"
"2022-08-05";"The Ocean Thermal Energy Utilization Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/32 OF 2022 AS.pdf?source=legislation";"Shrirang Appa Barne"
"2022-08-05";"The Compulsory Military Training Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/115 of 2022 As.pdf?source=legislation";"Bhola Singh"
"2022-08-05";"The Supreme Court, High Courts and District Courts (Use of Official Languages) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/30 of 2022 As.pdf?source=legislation";"Gopal Chinayya Shetty"
"2022-08-05";"The Bharatiya Rozgar Samhita, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/173 OF 2022 AS.pdf?source=legislation";"Feroze Varun Gandhi"
"2022-08-05";"The Protection of Human Rights (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/125 OF 2022 AS.pdf?source=legislation";"Supriya Sule"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Omission of article 30)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/121 OF 2022 AS.pdf?source=legislation";"Gopal Chinayya Shetty"
"2022-08-05";"The Special Financial Assistance for Development and Rejuvenation of Water Bodies in Forest areas in the State of Madhya Pradesh Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/76 of 2022 As.pdf?source=legislation";"Sudhir Gupta"
"2022-08-05";"The Antarrashtriya Marathi Vishwavidyalaya Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/169 OF 2022 AS.pdf?source=legislation";"Shrikant Eknath Shinde"
"2022-08-05";"The Compulsory Teaching of Urban Planning in Schools Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/162 OF 2022 AS.pdf?source=legislation";"Shrikant Eknath Shinde"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of article 312.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/147 OF 2022 AS.pdf?source=legislation";"Shrikant Eknath Shinde"
"2022-08-05";"The Rehabilitation and Relocation of Persons Displaced due to Climate Change Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/142 OF 2022 AS.pdf?source=legislation";"Heena Vaijaykumar Gavit"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of Seventh Schedule, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/182 OF 2022 AS.pdf?source=legislation";"Heena Vaijaykumar Gavit"
"2022-08-05";"The Compensatory Afforestation Fund (Amendment) Bill, 2022 (Amendment of sections 6 and 16)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/131 OF 2022 AS.pdf?source=legislation";"Heena Vaijaykumar Gavit"
"2022-08-05";"The Constitution (Scheduled Castes) Order (Amendment) Bill, 2022 (Amendment of the Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1 OF 2022 AS.pdf?source=legislation";"Bidyut Baran Mahato"
"2022-08-05";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2022 (Amendment of the Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2 OF 2022 AS.pdf?source=legislation";"Bidyut Baran Mahato"
"2022-08-05";"The Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2019 (Insertion of new Chapter IIA)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/334 OF 2019 AS.pdf?source=legislation";"Jagdambika Pal"
"2022-08-05";"The National Consultation Commission Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/327 OF 2019 AS.pdf?source=legislation";"Jagdambika Pal"
"2022-08-05";"The Special Irrigation Development Fund (For Forest Areas) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/112 of 2022 As.pdf?source=legislation";"Sunil Kumar Singh"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of the Eighth Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/107 OF 2022 AS.pdf?source=legislation";"Diya Kumari"
"2022-08-05";"The Conducting of Union Government Examinations in all Eighth Schedule Languages Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/159 OF 2022 AS.pdf?source=legislation";"Dhanush M Kumar"
"2022-08-05";"The National Strategy for Reduction of Food Waste Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/158 OF 2022 AS.pdf?source=legislation";"Dhanush M Kumar"
"2022-08-05";"The Conservation and Maintenance of Archaeological and Natural Heritage Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/70 OF 2022 AS.pdf?source=legislation";"Shrirang Appa Barne"
"2022-08-05";"The Compulsory Sensitivity Training in Educational Institutions Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/73 OF 2022 AS.pdf?source=legislation";"Supriya Sule"
"2022-08-05";"The Juvenile Justice (Care and Protection of Children) Amendment Bill, 2022 (Amendment of section 86)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/106 of 2022 as.pdf?source=legislation";"Bhartruhari Mahtab"
"2022-08-05";"The Constitution (Scheduled Tribes) Order Amendment Bill, 2022 (Amendment of the Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/69 OF 2022 AS.pdf?source=legislation";"Dileshwar Kamait"
"2022-08-05";"The Girl Child (Prevention of Commercialised Trafficking, Rehabilitation and Welfare) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/114 of 2022 As.pdf?source=legislation";"Sunil Kumar Singh"
"2022-08-05";"The Prohibition of Publication and Dissemination of Objectionable Material on Religion Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/102 of 2022 as introduced.pdf?source=legislation";"Sunil Kumar Singh"
"2022-08-05";"The Special Financial Assistance for Development and Rejuvenation of Water Bodies in Forest Areas in the State of Rajasthan Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/77 OF 2022 AS.pdf?source=legislation";"Chandra Prakash Joshi"
"2022-08-05";"The Hindu Religious Places of Worship (Prohibition of Marketing, Slaughtering, Trading, Cooking, Serving and Consumption of Meat and Other Non-Vegetarian Food) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/124 OF 2022 AS.pdf?source=legislation";"Chandra Prakash Joshi"
"2022-08-05";"The Youth Welfare Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/144 OF 2022 AS.pdf?source=legislation";"Janardan Singh Sigriwal"
"2022-08-05";"The Orphans (Reservation of Posts in Government Establishments and Welfare) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/164 OF 2022 AS.pdf?source=legislation";"Janardan Singh Sigriwal"
"2022-08-05";"The Visually Impaired Persons (Protection of Rights) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/134 OF 2022 AS.pdf?source=legislation";"Janardan Singh Sigriwal"
"2022-08-05";"The Aroma Board Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/49 OF 2021 AS.pdf?source=legislation";"Subrata Pathak"
"2022-08-05";"The Unemployment Allowance for Graduates Living Below Poverty Line Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/47 of 2021 AS.pdf?source=legislation";"Subrata Pathak"
"2022-04-01";"The Payment of Minimum Wages (for Private School Teachers) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/74 of 2020 as introduced .pdf?source=legislation";"Rahul Kaswan"
"2022-04-01";"The Population (Stabilization and Control) Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/74 of 2021 Ev AS.pdf?source=legislation";"Rajendra Agrawal"
"2022-04-01";"The Regulation of Sale of Schedule-H Drugs Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/70 of 2020As.pdf?source=legislation";"Rahul Kaswan"
"2022-04-01";"The Rights of Persons with Disabilities (Amendment) Bill, 2022 (Insertion of new Chapter XA)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/40 of 2022 (As introduced).pdf?source=legislation";"Chinta Anuradha"
"2022-04-01";"The University Grants Commission (Amendment) Bill, 2021 (Insertion of new section 22A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/88 of 2021 as introduced .pdf?source=legislation";"Rajendra Agrawal"
"2022-04-01";"The Right to Adequate Housing (One Family - One Toilet) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/23 of 2022 as introduced .pdf?source=legislation";"Gopal Chinayya Shetty"
"2022-04-01";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 21B)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/11 of 2022 as introduced .pdf?source=legislation";"D. Ravikumar"
"2022-04-01";"The Hepatitis (Prevention of Discrimination and Control) Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/135 of 2021 as introduced.pdf?source=legislation";"Rajendra Agrawal"
"2022-04-01";"The Representation of the People (Amendment) Bill, 2022 (Amendment of section 62)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/64 of 2022 (E.V) As Int..pdf?source=legislation";"Rahul Ramesh Shewale"
"2022-04-01";"The Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (Amendment) Bill, 2022 (Insertion of new sections 40A and 40B)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/58 of 2022 as introduced.pdf?source=legislation";"Rahul Ramesh Shewale"
"2022-04-01";"The Forest (Conservation) Amendment Bill, 2021 (Insertion of new section 2A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/66 of 2021 AS.pdf?source=legislation";"Rahul Kaswan"
"2022-04-01";"The Renewable Energy Resources Commission Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/7 of 2021 As Int...pdf?source=legislation";"Sunil Kumar Singh"
"2022-04-01";"The Thalassemia Prevention Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/65 of 2022 as introduced.pdf?source=legislation";"Rahul Ramesh Shewale"
"2022-04-01";"The Biological Diversity (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/313 of 2019As.pdf?source=legislation";"Vincent H Pala"
"2022-04-01";"The Constitution (Amendment) Bill, 2019 (Amendment of the Seventh Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/299 of 2019 As Int.pdf?source=legislation";"Shrikant Eknath Shinde"
"2022-04-01";"The Special Financial Assistance for Geo-Mapping of Trees in the State of Madhya Pradesh Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/74 of 2022 as introduced.pdf?source=legislation";"Sudhir Gupta"
"2022-04-01";"The Constitution (Amendment) Bill, 2022 (Amendment of article 1)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/39 of 2022 as intro.pdf?source=legislation";"Pushpendra Singh Chandel"
"2022-04-01";"The Payment of Compensation to Victims of Attack by Wild Animals Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/71 of 2022 as introduced.pdf?source=legislation";"Devji Patel"
"2022-04-01";"The Central Universities (Amendment) Bill, 2022 (Insertion of new section 3F, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/34 of 2022 As introduced.pdf?source=legislation";"Abdul Khaleque"
"2022-04-01";"The Code on Social Security (Amendment) Bill, 2022 (Amendment of section 60, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/66 of 2022 As Introduced.....pdf?source=legislation";"Poonamben Hematbhai Maadam"
"2022-04-01";"The Essential Commodities (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/36 of 2022 as introduced.pdf?source=legislation";"Abdul Khaleque"
"2022-04-01";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2022 (Amendment of section 3, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/89 of 2022 As Introduced.pdf?source=legislation";"V.K. Sreekandan"
"2022-04-01";"The Indian Penal Code (Amendment) Bill, 2022 (Amendment of section 299)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/85 of 2022 AS Intro Bill No.pdf?source=legislation";"V.K. Sreekandan"
"2022-04-01";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 338C)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/61 of 2022-As-(EV).pdf?source=legislation";"N.K.Premachandran"
"2022-04-01";"The High Court of Rajasthan (Establishment of a Permanent Bench at Rajsamand) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/84 of 2022 as introduced.pdf?source=legislation";"Diya Kumari"
"2022-04-01";"The Solid Waste Management Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/24 of 2022 As int..pdf?source=legislation";"D.M. Kathir Anand"
"2022-04-01";"The Rights of Persons with Disabilities (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/53 of 2022 As Introduced Bill No.pdf?source=legislation";"Dean Kuriakose"
"2022-04-01";"The Palliative Care Board Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/63 of 2022 As Introduced (EV).pdf?source=legislation";"Dean Kuriakose"
"2022-04-01";"The Online Gaming (Regulation) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/78 of 2022 as introduced.pdf?source=legislation";"Dean Kuriakose"
"2022-04-01";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2022 (Amendment of the Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/29 of 2022 AS INTRO.pdf?source=legislation";"DNV Senthilkumar S."
"2022-04-01";"The LGBTQIA+ Persons (Protection of Rights) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/28 of 2022 (AS).pdf?source=legislation";"DNV Senthilkumar S."
"2022-04-01";"The Special Financial Assistance for Ancient Monuments and Archaeological Sites and Remains in the State of West Bengal Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/275 of 2019As.pdf?source=legislation";"Sukanta Majumdar"
"2022-04-01";"The Farmers Right to Guaranteed Minimum Support Price Realization of Agricultural Produce Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/27 of 2022 as introduced.pdf?source=legislation";"Feroze Varun Gandhi"
"2022-04-01";"The Environment Protection (Management and Control of Nonbiodegradable Waste) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/47 of 2020AS INTR.pdf?source=legislation";"Sukanta Majumdar"
"2022-04-01";"The Special Financial Assistance to the State of Madhya Pradesh Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/206 of 2019 as.pdf?source=legislation";"Sudhir Gupta"
"2022-04-01";"The Compulsory Teaching of Constitution in Educational Institutions Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/308 of 2019As.pdf?source=legislation";"Vinod Kumar Sonkar"
"2022-04-01";"The Special Financial Assistance for Protection of Water Bodies in the State of Madhya Pradesh Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/15 of 2020 As.pdf?source=legislation";"Sudhir Gupta"
"2022-04-01";"The Betel Growers (Remunerative Price and Welfare) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/49 of 2022 as intro.pdf?source=legislation";"Pushpendra Singh Chandel"
"2022-04-01";"The Rights of Persons with Disabilities (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/347 of 2019As.pdf?source=legislation";"Vincent H Pala"
"2022-04-01";"The Code of Criminal Procedure (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/19 of 2022 AS INTRODUCED.pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2022-04-01";"The Special Financial Assistance for Protection of Water Bodies in the State of Rajasthan Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/44 of 2020 AS INTR.pdf?source=legislation";"Chandra Prakash Joshi"
"2022-04-01";"The Health Insurance (For Persons Living Below Poverty Line) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/37 of 2022 as introduced pdf.pdf?source=legislation";"Janardan Singh Sigriwal"
"2022-04-01";"The Protection of Traditional Knowledge Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/87 of 2022 AS.pdf?source=legislation";"Shashi Tharoor"
"2022-04-01";"The Rural Medical Education Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/68 of 2022 As intro.pdf?source=legislation";"Supriya Sule"
"2022-04-01";"The Representation of the People (Amendment) Bill, 2021(Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/91 of 2021 as introduced.pdf?source=legislation";"Thirumaa Valavan Thol"
"2022-04-01";"The Constitution (Amendment) Bill, 2021 (Amendment of the Preamble, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/90 of 2021 AS INTRODUCED.pdf?source=legislation";"Thirumaa Valavan Thol"
"2022-04-01";"The Constitution (Amendment) Bill, 2020 (Amendment of articles 243C and 243D)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/72 of 2020 AS INTRODUCED.pdf?source=legislation";"Thirumaa Valavan Thol"
"2022-04-01";"The Constitution (Amendment) Bill, 2022 (Amendment of the Eighth Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 of 2022 AS Intro.pdf?source=legislation";"Jamyang Tsering Namgyal"
"2022-04-01";"The Constitution (Amendment) Bill, 2022 (Amendment of article 51A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/38 of 2022 As intro.pdf?source=legislation";"Janardan Singh Sigriwal"
"2022-04-01";"The Conversion Therapy (Prohibition) Bill, 2022";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/47 of 2022 as introduced.pdf?source=legislation";"Aparupa Poddar (Afrin Ali)"
"2022-04-01";"The Indian Penal Code (Amendment) Bill, 2022 (Amendment of sections 88 and 89)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/48 of 2022 as intro.pdf?source=legislation";"Aparupa Poddar (Afrin Ali)"
